time,value
2021-06-19 20:32:00,91.0
2021-06-19 20:47:00,92.0
2021-06-19 21:02:00,90.0
2021-06-19 21:17:00,93.0
2021-06-19 21:33:00,
2021-06-19 21:34:00,87.0
2021-06-19 21:49:00,84.0
2021-06-19 22:04:00,81.0
2021-06-19 22:19:00,80.0
2021-06-19 22:34:00,79.0
2021-06-19 22:49:00,78.0
2021-06-19 23:04:00,78.0
2021-06-19 23:19:00,78.0
2021-06-19 23:34:00,76.0
2021-06-20 00:03:00,
2021-06-20 00:06:00,85.0
2021-06-20 00:21:00,82.0
2021-06-20 00:36:00,80.0
2021-06-20 00:51:00,78.0
2021-06-20 01:06:00,77.0
2021-06-20 01:21:00,77.0
2021-06-20 01:36:00,73.0
2021-06-20 01:51:00,70.0
2021-06-20 02:06:00,71.0
2021-06-20 02:21:00,73.0
2021-06-20 02:36:00,76.0
2021-06-20 02:51:00,72.0
2021-06-20 03:06:00,69.0
2021-06-20 03:21:00,67.0
2021-06-20 03:36:00,65.0
2021-06-20 03:51:00,66.0
2021-06-20 04:06:00,68.0
2021-06-20 04:21:00,68.0
2021-06-20 04:36:00,69.0
2021-06-20 04:51:00,70.0
2021-06-20 05:06:00,73.0
2021-06-20 05:21:00,75.0
2021-06-20 05:36:00,73.0
2021-06-20 05:51:00,71.0
2021-06-20 06:06:00,71.0
2021-06-20 06:21:00,70.0
2021-06-20 06:36:00,71.0
2021-06-20 06:51:00,74.0
2021-06-20 07:06:00,73.0
2021-06-20 07:21:00,74.0
2021-06-20 07:36:00,76.0
2021-06-20 07:53:00,75.0
2021-06-20 07:54:00,
2021-06-20 08:08:00,75.0
2021-06-20 08:23:00,75.0
2021-06-20 08:38:00,75.0
2021-06-20 08:53:00,77.0
2021-06-20 09:08:00,79.0
2021-06-20 09:23:00,78.0
2021-06-20 09:38:00,74.0
2021-06-20 09:53:00,71.0
2021-06-20 10:08:00,70.0
2021-06-20 10:23:00,71.0
2021-06-20 10:38:00,74.0
2021-06-20 10:53:00,75.0
2021-06-20 11:08:00,73.0
2021-06-20 11:23:00,74.0
2021-06-20 11:34:00,
2021-06-20 11:34:00,
2021-06-20 11:38:00,73.0
2021-06-20 11:53:00,69.0
2021-06-20 12:08:00,70.0
2021-06-20 12:23:00,74.0
2021-06-20 12:38:00,80.0
2021-06-20 12:53:00,107.0
2021-06-20 13:08:00,139.0
2021-06-20 13:23:00,138.0
2021-06-20 13:38:00,120.0
2021-06-20 13:53:00,111.0
2021-06-20 14:08:00,116.0
2021-06-20 14:23:00,131.0
2021-06-20 14:26:00,
2021-06-20 14:36:00,
2021-06-20 14:39:00,136.0
2021-06-20 14:49:00,
2021-06-20 14:54:00,133.0
2021-06-20 15:09:00,111.0
2021-06-20 15:24:00,100.0
2021-06-20 15:39:00,110.0
2021-06-20 15:41:00,
2021-06-20 15:54:00,115.0
2021-06-20 16:09:00,122.0
2021-06-20 16:24:00,124.0
2021-06-20 16:39:00,116.0
2021-06-20 16:54:00,105.0
2021-06-20 17:09:00,104.0
2021-06-20 17:24:00,105.0
2021-06-20 17:39:00,94.0
2021-06-20 17:54:00,83.0
2021-06-20 18:10:00,79.0
2021-06-20 18:17:00,
2021-06-20 18:25:00,80.0
2021-06-20 18:40:00,79.0
2021-06-20 18:55:00,77.0
2021-06-20 19:10:00,79.0
2021-06-20 19:25:00,87.0
2021-06-20 19:40:00,90.0
2021-06-20 19:55:00,83.0
2021-06-20 20:10:00,76.0
2021-06-20 20:27:00,
2021-06-21 01:00:00,74.0
2021-06-21 01:15:00,75.0
2021-06-21 01:30:00,76.0
2021-06-21 01:45:00,72.0
2021-06-21 02:00:00,71.0
2021-06-21 02:15:00,70.0
2021-06-21 02:30:00,69.0
2021-06-21 02:45:00,67.0
2021-06-21 03:00:00,69.0
2021-06-21 03:15:00,69.0
2021-06-21 03:30:00,65.0
2021-06-21 03:45:00,67.0
2021-06-21 04:00:00,67.0
2021-06-21 04:15:00,67.0
2021-06-21 04:30:00,66.0
2021-06-21 04:45:00,65.0
2021-06-21 05:00:00,69.0
2021-06-21 05:15:00,71.0
2021-06-21 05:30:00,69.0
2021-06-21 05:45:00,69.0
2021-06-21 06:00:00,68.0
2021-06-21 06:15:00,67.0
2021-06-21 06:30:00,68.0
2021-06-21 06:45:00,69.0
2021-06-21 07:00:00,69.0
2021-06-21 07:15:00,69.0
2021-06-21 07:30:00,67.0
2021-06-21 07:45:00,67.0
2021-06-21 08:00:00,68.0
2021-06-21 08:15:00,67.0
2021-06-21 08:30:00,66.0
2021-06-21 08:46:00,74.0
2021-06-21 08:57:00,
2021-06-21 09:01:00,75.0
2021-06-21 09:16:00,72.0
2021-06-21 09:31:00,78.0
2021-06-21 09:46:00,90.0
2021-06-21 10:01:00,92.0
2021-06-21 10:16:00,85.0
2021-06-21 10:31:00,79.0
2021-06-21 10:46:00,77.0
2021-06-21 11:01:00,77.0
2021-06-21 11:16:00,75.0
2021-06-21 11:31:00,73.0
2021-06-21 11:46:00,72.0
2021-06-21 12:01:00,73.0
2021-06-21 12:16:00,74.0
2021-06-21 12:31:00,77.0
2021-06-21 12:47:00,78.0
2021-06-21 12:56:00,
2021-06-21 13:02:00,77.0
2021-06-21 13:17:00,76.0
2021-06-21 13:32:00,74.0
2021-06-21 13:47:00,73.0
2021-06-21 14:02:00,75.0
2021-06-21 14:17:00,80.0
2021-06-21 14:32:00,82.0
2021-06-21 14:47:00,79.0
2021-06-21 15:02:00,77.0
2021-06-21 15:17:00,72.0
2021-06-21 15:32:00,67.0
2021-06-21 15:47:00,77.0
2021-06-21 16:02:00,82.0
2021-06-21 16:17:00,81.0
2021-06-21 16:32:00,81.0
2021-06-21 16:48:00,80.0
2021-06-21 16:49:00,
2021-06-21 17:03:00,79.0
2021-06-21 17:18:00,77.0
2021-06-21 17:33:00,75.0
2021-06-21 17:48:00,73.0
2021-06-21 18:06:00,
2021-06-22 01:54:00,72.0
2021-06-22 02:09:00,70.0
2021-06-22 02:24:00,67.0
2021-06-22 02:39:00,67.0
2021-06-22 02:54:00,68.0
2021-06-22 03:09:00,68.0
2021-06-22 03:24:00,67.0
2021-06-22 03:39:00,65.0
2021-06-22 03:54:00,65.0
2021-06-22 04:09:00,66.0
2021-06-22 04:24:00,65.0
2021-06-22 04:39:00,63.0
2021-06-22 04:54:00,63.0
2021-06-22 05:09:00,65.0
2021-06-22 05:24:00,65.0
2021-06-22 05:39:00,63.0
2021-06-22 05:54:00,64.0
2021-06-22 06:09:00,64.0
2021-06-22 06:24:00,64.0
2021-06-22 06:39:00,68.0
2021-06-22 06:54:00,70.0
2021-06-22 07:09:00,69.0
2021-06-22 07:24:00,68.0
2021-06-22 07:39:00,65.0
2021-06-22 07:54:00,63.0
2021-06-22 08:09:00,66.0
2021-06-22 08:24:00,66.0
2021-06-22 08:39:00,63.0
2021-06-22 08:54:00,62.0
2021-06-22 09:09:00,64.0
2021-06-22 09:24:00,67.0
2021-06-22 09:39:00,68.0
2021-06-22 09:55:00,
2021-06-22 09:55:00,71.0
2021-06-22 10:10:00,68.0
2021-06-22 10:25:00,75.0
2021-06-22 10:40:00,87.0
2021-06-22 10:55:00,85.0
2021-06-22 11:10:00,85.0
2021-06-22 11:25:00,89.0
2021-06-22 11:40:00,90.0
2021-06-22 11:55:00,86.0
2021-06-22 12:10:00,81.0
2021-06-22 12:25:00,80.0
2021-06-22 12:40:00,76.0
2021-06-22 12:55:00,75.0
2021-06-22 13:10:00,76.0
2021-06-22 13:25:00,77.0
2021-06-22 13:40:00,78.0
2021-06-22 13:55:00,82.0
2021-06-22 14:11:00,108.0
2021-06-22 14:11:00,
2021-06-22 14:26:00,125.0
2021-06-22 14:41:00,129.0
2021-06-22 14:56:00,129.0
2021-06-22 15:11:00,129.0
2021-06-22 15:26:00,126.0
2021-06-22 15:41:00,119.0
2021-06-22 15:56:00,109.0
2021-06-22 16:05:00,
2021-06-22 16:11:00,96.0
2021-06-22 16:25:00,
2021-06-22 16:26:00,92.0
2021-06-22 16:41:00,89.0
2021-06-22 16:56:00,88.0
2021-06-22 17:11:00,91.0
2021-06-22 17:25:00,
2021-06-22 17:26:00,89.0
2021-06-22 17:41:00,83.0
2021-06-22 17:56:00,80.0
2021-06-22 18:11:00,82.0
2021-06-22 18:26:00,82.0
2021-06-22 18:41:00,81.0
2021-06-22 18:56:00,85.0
2021-06-22 19:12:00,91.0
2021-06-22 19:14:00,
2021-06-22 19:27:00,88.0
2021-06-22 19:42:00,82.0
2021-06-22 19:57:00,81.0
2021-06-22 20:12:00,78.0
2021-06-22 20:27:00,77.0
2021-06-22 20:42:00,79.0
2021-06-22 20:57:00,
2021-06-22 20:58:00,81.0
2021-06-22 21:13:00,80.0
2021-06-22 21:28:00,77.0
2021-06-22 21:43:00,77.0
2021-06-22 21:58:00,80.0
2021-06-22 22:13:00,81.0
2021-06-22 22:28:00,78.0
2021-06-22 22:43:00,79.0
2021-06-22 22:58:00,82.0
2021-06-22 23:19:00,
2021-06-22 23:46:00,83.0
2021-06-23 00:01:00,82.0
2021-06-23 00:16:00,82.0
2021-06-23 00:31:00,80.0
2021-06-23 00:46:00,78.0
2021-06-23 01:01:00,77.0
2021-06-23 01:16:00,76.0
2021-06-23 01:31:00,75.0
2021-06-23 01:46:00,75.0
2021-06-23 02:01:00,75.0
2021-06-23 02:16:00,74.0
2021-06-23 02:31:00,74.0
2021-06-23 02:46:00,75.0
2021-06-23 03:01:00,77.0
2021-06-23 03:16:00,79.0
2021-06-23 03:31:00,77.0
2021-06-23 03:46:00,73.0
2021-06-23 04:01:00,71.0
2021-06-23 04:16:00,71.0
2021-06-23 04:31:00,68.0
2021-06-23 04:46:00,68.0
2021-06-23 05:01:00,68.0
2021-06-23 05:16:00,68.0
2021-06-23 05:31:00,69.0
2021-06-23 05:46:00,71.0
2021-06-23 06:01:00,73.0
2021-06-23 06:16:00,74.0
2021-06-23 06:31:00,72.0
2021-06-23 06:46:00,72.0
2021-06-23 07:01:00,73.0
2021-06-23 07:16:00,73.0
2021-06-23 07:31:00,72.0
2021-06-23 07:46:00,
2021-06-23 07:46:00,
2021-06-23 07:48:00,75.0
2021-06-23 08:03:00,73.0
2021-06-23 08:18:00,72.0
2021-06-23 08:33:00,73.0
2021-06-23 08:48:00,72.0
2021-06-23 09:03:00,73.0
2021-06-23 09:18:00,81.0
2021-06-23 09:33:00,87.0
2021-06-23 09:48:00,86.0
2021-06-23 10:03:00,82.0
2021-06-23 10:18:00,81.0
2021-06-23 10:33:00,84.0
2021-06-23 10:48:00,85.0
2021-06-23 11:03:00,82.0
2021-06-23 11:18:00,80.0
2021-06-23 11:33:00,79.0
2021-06-23 11:48:00,80.0
2021-06-23 12:03:00,84.0
2021-06-23 12:18:00,82.0
2021-06-23 12:33:00,74.0
2021-06-23 12:50:00,76.0
2021-06-23 13:01:00,
2021-06-23 13:05:00,78.0
2021-06-23 13:20:00,81.0
2021-06-23 13:35:00,87.0
2021-06-23 13:50:00,87.0
2021-06-23 14:05:00,82.0
2021-06-23 14:20:00,79.0
2021-06-23 14:35:00,81.0
2021-06-23 14:50:00,83.0
2021-06-23 15:05:00,86.0
2021-06-23 15:20:00,87.0
2021-06-23 15:35:00,87.0
2021-06-23 15:50:00,88.0
2021-06-23 16:05:00,85.0
2021-06-23 16:20:00,82.0
2021-06-23 16:35:00,82.0
2021-06-23 16:50:00,84.0
2021-06-23 17:05:00,82.0
2021-06-23 17:20:00,78.0
2021-06-23 17:35:00,76.0
2021-06-23 17:50:00,76.0
2021-06-23 18:05:00,76.0
2021-06-23 18:20:00,77.0
2021-06-23 18:35:00,76.0
2021-06-23 18:50:00,75.0
2021-06-23 19:05:00,76.0
2021-06-23 19:20:00,87.0
2021-06-23 19:27:00,
2021-06-23 19:35:00,89.0
2021-06-23 19:50:00,81.0
2021-06-23 20:05:00,78.0
2021-06-23 20:20:00,81.0
2021-06-23 20:35:00,81.0
2021-06-23 20:50:00,79.0
2021-06-23 21:05:00,79.0
2021-06-23 21:20:00,81.0
2021-06-23 21:35:00,83.0
2021-06-23 22:02:00,
2021-06-24 01:55:00,67.0
2021-06-24 02:10:00,67.0
2021-06-24 02:25:00,67.0
2021-06-24 02:40:00,70.0
2021-06-24 02:55:00,72.0
2021-06-24 03:10:00,71.0
2021-06-24 03:25:00,68.0
2021-06-24 03:40:00,67.0
2021-06-24 03:55:00,68.0
2021-06-24 04:10:00,66.0
2021-06-24 04:25:00,66.0
2021-06-24 04:40:00,65.0
2021-06-24 04:55:00,67.0
2021-06-24 05:10:00,69.0
2021-06-24 05:25:00,64.0
2021-06-24 05:40:00,63.0
2021-06-24 05:55:00,65.0
2021-06-24 06:10:00,64.0
2021-06-24 06:25:00,64.0
2021-06-24 06:40:00,64.0
2021-06-24 06:55:00,64.0
2021-06-24 07:10:00,65.0
2021-06-24 07:25:00,68.0
2021-06-24 07:40:00,67.0
2021-06-24 07:55:00,66.0
2021-06-24 08:10:00,67.0
2021-06-24 08:25:00,68.0
2021-06-24 08:40:00,70.0
2021-06-24 08:55:00,76.0
2021-06-24 09:10:00,86.0
2021-06-24 09:25:00,91.0
2021-06-24 09:40:00,86.0
2021-06-24 09:52:00,
2021-06-24 09:55:00,79.0
2021-06-24 10:10:00,76.0
2021-06-24 10:25:00,73.0
2021-06-24 10:40:00,72.0
2021-06-24 10:55:00,74.0
2021-06-24 11:10:00,77.0
2021-06-24 11:25:00,78.0
2021-06-24 11:40:00,78.0
2021-06-24 11:55:00,77.0
2021-06-24 12:10:00,76.0
2021-06-24 12:25:00,73.0
2021-06-24 12:41:00,70.0
2021-06-24 12:54:00,
2021-06-24 12:54:00,
2021-06-24 12:56:00,69.0
2021-06-24 13:11:00,70.0
2021-06-24 13:26:00,74.0
2021-06-24 13:41:00,83.0
2021-06-24 13:56:00,93.0
2021-06-24 14:11:00,92.0
2021-06-24 14:26:00,77.0
2021-06-24 14:41:00,
2021-06-24 15:29:00,87.0
2021-06-24 15:44:00,82.0
2021-06-24 15:59:00,81.0
2021-06-24 16:14:00,77.0
2021-06-24 16:29:00,74.0
2021-06-24 16:44:00,77.0
2021-06-24 16:59:00,78.0
2021-06-24 17:14:00,73.0
2021-06-24 17:29:00,70.0
2021-06-24 17:44:00,70.0
2021-06-24 17:59:00,71.0
2021-06-24 18:14:00,71.0
2021-06-24 18:29:00,77.0
2021-06-24 18:44:00,82.0
2021-06-24 18:59:00,84.0
2021-06-24 19:14:00,83.0
2021-06-24 19:29:00,82.0
2021-06-24 19:44:00,85.0
2021-06-24 19:59:00,87.0
2021-06-24 20:14:00,84.0
2021-06-24 20:29:00,82.0
2021-06-24 20:44:00,83.0
2021-06-24 20:59:00,81.0
2021-06-24 21:14:00,80.0
2021-06-24 21:29:00,79.0
2021-06-24 21:44:00,76.0
2021-06-24 21:59:00,77.0
2021-06-24 22:14:00,77.0
2021-06-24 22:29:00,76.0
2021-06-24 22:44:00,78.0
2021-06-24 22:59:00,80.0
2021-06-24 23:18:00,
2021-06-25 01:33:00,75.0
2021-06-25 01:48:00,71.0
2021-06-25 02:03:00,67.0
2021-06-25 02:18:00,67.0
2021-06-25 02:33:00,68.0
2021-06-25 02:48:00,68.0
2021-06-25 03:03:00,66.0
2021-06-25 03:18:00,64.0
2021-06-25 03:33:00,65.0
2021-06-25 03:48:00,65.0
2021-06-25 04:03:00,65.0
2021-06-25 04:18:00,64.0
2021-06-25 04:33:00,64.0
2021-06-25 04:48:00,65.0
2021-06-25 05:03:00,65.0
2021-06-25 05:18:00,65.0
2021-06-25 05:33:00,65.0
2021-06-25 05:48:00,64.0
2021-06-25 06:03:00,63.0
2021-06-25 06:18:00,64.0
2021-06-25 06:33:00,65.0
2021-06-25 06:48:00,65.0
2021-06-25 07:03:00,67.0
2021-06-25 07:18:00,68.0
2021-06-25 07:33:00,71.0
2021-06-25 07:48:00,72.0
2021-06-25 08:03:00,68.0
2021-06-25 08:18:00,67.0
2021-06-25 08:33:00,68.0
2021-06-25 08:48:00,63.0
2021-06-25 09:03:00,67.0
2021-06-25 09:18:00,70.0
2021-06-25 09:34:00,
2021-06-25 10:35:00,75.0
2021-06-25 10:50:00,73.0
2021-06-25 11:05:00,75.0
2021-06-25 11:20:00,75.0
2021-06-25 11:35:00,73.0
2021-06-25 11:50:00,73.0
2021-06-25 12:05:00,73.0
2021-06-25 12:20:00,74.0
2021-06-25 12:35:00,73.0
2021-06-25 12:50:00,73.0
2021-06-25 13:05:00,81.0
2021-06-25 13:20:00,86.0
2021-06-25 13:35:00,77.0
2021-06-25 13:50:00,77.0
2021-06-25 14:05:00,83.0
2021-06-25 14:20:00,77.0
2021-06-25 14:35:00,74.0
2021-06-25 14:50:00,75.0
2021-06-25 15:05:00,74.0
2021-06-25 15:20:00,76.0
2021-06-25 15:35:00,75.0
2021-06-25 15:50:00,71.0
2021-06-25 16:05:00,71.0
2021-06-25 16:20:00,76.0
2021-06-25 16:35:00,77.0
2021-06-25 16:50:00,76.0
2021-06-25 17:05:00,73.0
2021-06-25 17:20:00,72.0
2021-06-25 17:35:00,73.0
2021-06-25 17:50:00,72.0
2021-06-25 18:05:00,72.0
2021-06-25 18:21:00,74.0
2021-06-25 18:33:00,
2021-06-25 18:36:00,75.0
2021-06-25 18:51:00,82.0
2021-06-25 18:56:00,
2021-06-25 19:06:00,108.0
2021-06-25 19:14:00,
2021-06-25 19:21:00,117.0
2021-06-25 19:36:00,108.0
2021-06-25 19:45:00,
2021-06-25 19:51:00,101.0
2021-06-25 20:06:00,98.0
2021-06-25 20:34:00,
2021-06-25 23:41:00,83.0
2021-06-25 23:56:00,82.0
2021-06-26 00:11:00,84.0
2021-06-26 00:26:00,80.0
2021-06-26 00:41:00,73.0
2021-06-26 00:56:00,69.0
2021-06-26 01:11:00,69.0
2021-06-26 01:26:00,74.0
2021-06-26 01:41:00,76.0
2021-06-26 01:56:00,77.0
2021-06-26 02:11:00,76.0
2021-06-26 02:26:00,74.0
2021-06-26 02:41:00,74.0
2021-06-26 02:56:00,75.0
2021-06-26 03:11:00,74.0
2021-06-26 03:26:00,74.0
2021-06-26 03:41:00,74.0
2021-06-26 03:56:00,72.0
2021-06-26 04:11:00,69.0
2021-06-26 04:26:00,67.0
2021-06-26 04:41:00,67.0
2021-06-26 04:56:00,70.0
2021-06-26 05:11:00,71.0
2021-06-26 05:26:00,72.0
2021-06-26 05:41:00,70.0
2021-06-26 05:56:00,69.0
2021-06-26 06:11:00,69.0
2021-06-26 06:26:00,72.0
2021-06-26 06:41:00,74.0
2021-06-26 06:56:00,74.0
2021-06-26 07:11:00,74.0
2021-06-26 07:26:00,76.0
2021-06-26 07:34:00,
2021-06-26 07:34:00,
2021-06-26 07:41:00,76.0
2021-06-26 07:56:00,78.0
2021-06-26 08:11:00,93.0
2021-06-26 08:21:00,
2021-06-26 08:26:00,116.0
2021-06-26 08:41:00,127.0
2021-06-26 08:43:00,
2021-06-26 08:56:00,114.0
2021-06-26 09:11:00,98.0
2021-06-26 09:26:00,89.0
2021-06-26 09:41:00,84.0
2021-06-26 09:56:00,81.0
2021-06-26 10:11:00,81.0
2021-06-26 10:26:00,84.0
2021-06-26 10:41:00,
2021-06-26 10:42:00,80.0
2021-06-26 10:57:00,77.0
2021-06-26 11:12:00,75.0
2021-06-26 11:28:00,73.0
2021-06-26 11:33:00,
2021-06-26 11:33:00,
2021-06-26 11:43:00,73.0
2021-06-26 11:58:00,76.0
2021-06-26 12:13:00,77.0
2021-06-26 12:28:00,74.0
2021-06-26 12:43:00,76.0
2021-06-26 12:58:00,80.0
2021-06-26 13:12:00,99.0
2021-06-26 13:16:00,
2021-06-26 13:27:00,133.0
2021-06-26 13:42:00,152.0
2021-06-26 13:57:00,131.0
2021-06-26 14:01:00,
2021-06-26 14:12:00,116.0
2021-06-26 14:27:00,109.0
2021-06-26 14:43:00,114.0
2021-06-26 14:44:00,
2021-06-26 14:58:00,131.0
2021-06-26 15:13:00,133.0
2021-06-26 15:28:00,115.0
2021-06-26 15:43:00,107.0
2021-06-26 15:58:00,107.0
2021-06-26 16:14:00,103.0
2021-06-26 16:22:00,
2021-06-26 16:29:00,97.0
2021-06-26 16:44:00,94.0
2021-06-26 16:59:00,94.0
2021-06-26 17:14:00,93.0
2021-06-26 17:29:00,95.0
2021-06-26 17:44:00,99.0
2021-06-26 17:59:00,93.0
2021-06-26 18:14:00,85.0
2021-06-26 18:29:00,83.0
2021-06-26 18:47:00,93.0
2021-06-26 18:51:00,
2021-06-26 19:02:00,113.0
2021-06-26 19:17:00,139.0
2021-06-26 19:32:00,157.0
2021-06-26 19:47:00,141.0
2021-06-26 20:02:00,120.0
2021-06-26 20:17:00,128.0
2021-06-26 20:32:00,140.0
2021-06-26 20:47:00,148.0
2021-06-26 21:02:00,152.0
2021-06-26 21:17:00,152.0
2021-06-26 21:32:00,139.0
2021-06-26 21:47:00,114.0
2021-06-26 22:02:00,101.0
2021-06-26 22:17:00,106.0
2021-06-26 22:32:00,103.0
2021-06-26 22:47:00,97.0
2021-06-26 23:02:00,96.0
2021-06-26 23:17:00,93.0
2021-06-26 23:32:00,91.0
2021-06-26 23:47:00,93.0
2021-06-27 00:02:00,96.0
2021-06-27 00:17:00,98.0
2021-06-27 00:32:00,100.0
2021-06-27 00:47:00,97.0
2021-06-27 01:02:00,95.0
2021-06-27 01:17:00,105.0
2021-06-27 01:32:00,113.0
2021-06-27 01:47:00,113.0
2021-06-27 02:02:00,107.0
2021-06-27 02:17:00,106.0
2021-06-27 02:33:00,107.0
2021-06-27 02:41:00,
2021-06-27 02:48:00,99.0
2021-06-27 03:03:00,93.0
2021-06-27 03:18:00,88.0
2021-06-27 03:33:00,82.0
2021-06-27 03:48:00,82.0
2021-06-27 04:03:00,85.0
2021-06-27 04:18:00,88.0
2021-06-27 04:33:00,90.0
2021-06-27 04:48:00,88.0
2021-06-27 05:03:00,84.0
2021-06-27 05:18:00,84.0
2021-06-27 05:33:00,83.0
2021-06-27 05:48:00,82.0
2021-06-27 06:03:00,82.0
2021-06-27 06:18:00,82.0
2021-06-27 06:33:00,80.0
2021-06-27 06:48:00,78.0
2021-06-27 07:03:00,75.0
2021-06-27 07:18:00,74.0
2021-06-27 07:33:00,76.0
2021-06-27 07:48:00,77.0
2021-06-27 08:03:00,78.0
2021-06-27 08:20:00,82.0
2021-06-27 08:24:00,
2021-06-27 08:35:00,84.0
2021-06-27 08:50:00,88.0
2021-06-27 09:05:00,89.0
2021-06-27 09:20:00,88.0
2021-06-27 09:35:00,90.0
2021-06-27 09:50:00,89.0
2021-06-27 10:05:00,86.0
2021-06-27 10:20:00,86.0
2021-06-27 10:35:00,88.0
2021-06-27 10:50:00,88.0
2021-06-27 11:05:00,91.0
2021-06-27 11:21:00,92.0
2021-06-27 11:30:00,
2021-06-27 11:36:00,90.0
2021-06-27 11:51:00,90.0
2021-06-27 12:06:00,91.0
2021-06-27 12:21:00,90.0
2021-06-27 12:36:00,87.0
2021-06-27 12:51:00,87.0
2021-06-27 13:06:00,87.0
2021-06-27 13:21:00,87.0
2021-06-27 13:36:00,84.0
2021-06-27 13:51:00,87.0
2021-06-27 14:06:00,98.0
2021-06-27 14:10:00,
2021-06-27 14:21:00,104.0
2021-06-27 14:24:00,
2021-06-27 14:36:00,97.0
2021-06-27 14:51:00,94.0
2021-06-27 15:06:00,95.0
2021-06-27 15:21:00,91.0
2021-06-27 15:36:00,88.0
2021-06-27 15:53:00,81.0
2021-06-27 16:05:00,
2021-06-27 16:08:00,70.0
2021-06-27 16:23:00,76.0
2021-06-27 16:38:00,81.0
2021-06-27 16:53:00,83.0
2021-06-27 17:08:00,88.0
2021-06-27 17:23:00,89.0
2021-06-27 17:38:00,88.0
2021-06-27 17:53:00,88.0
2021-06-27 18:08:00,99.0
2021-06-27 18:23:00,123.0
2021-06-27 18:38:00,135.0
2021-06-27 18:53:00,126.0
2021-06-27 19:08:00,117.0
2021-06-27 19:23:00,109.0
2021-06-27 19:38:00,99.0
2021-06-27 19:53:00,94.0
2021-06-27 20:08:00,87.0
2021-06-27 20:23:00,81.0
2021-06-27 20:33:00,
2021-06-27 20:38:00,82.0
2021-06-27 20:53:00,87.0
2021-06-27 21:08:00,98.0
2021-06-27 21:25:00,101.0
2021-06-27 21:27:00,
2021-06-27 21:40:00,98.0
2021-06-27 21:55:00,95.0
2021-06-27 22:10:00,98.0
2021-06-27 22:25:00,100.0
2021-06-27 22:40:00,92.0
2021-06-27 22:55:00,84.0
2021-06-27 23:10:00,79.0
2021-06-27 23:25:00,80.0
2021-06-27 23:40:00,88.0
2021-06-27 23:55:00,89.0
2021-06-28 00:10:00,84.0
2021-06-28 00:25:00,81.0
2021-06-28 00:40:00,82.0
2021-06-28 00:55:00,84.0
2021-06-28 01:10:00,86.0
2021-06-28 01:25:00,83.0
2021-06-28 01:40:00,80.0
2021-06-28 01:55:00,78.0
2021-06-28 02:10:00,77.0
2021-06-28 02:25:00,79.0
2021-06-28 02:40:00,81.0
2021-06-28 02:57:00,83.0
2021-06-28 02:57:00,
2021-06-28 03:12:00,83.0
2021-06-28 03:27:00,81.0
2021-06-28 03:42:00,79.0
2021-06-28 03:57:00,79.0
2021-06-28 04:12:00,78.0
2021-06-28 04:27:00,77.0
2021-06-28 04:42:00,76.0
2021-06-28 04:57:00,76.0
2021-06-28 05:12:00,75.0
2021-06-28 05:27:00,76.0
2021-06-28 05:42:00,78.0
2021-06-28 05:57:00,78.0
2021-06-28 06:12:00,77.0
2021-06-28 06:27:00,78.0
2021-06-28 06:42:00,81.0
2021-06-28 06:57:00,80.0
2021-06-28 07:12:00,78.0
2021-06-28 07:27:00,79.0
2021-06-28 07:42:00,86.0
2021-06-28 07:48:00,
2021-06-28 07:57:00,86.0
2021-06-28 08:12:00,85.0
2021-06-28 08:27:00,83.0
2021-06-28 08:42:00,79.0
2021-06-28 08:57:00,78.0
2021-06-28 09:12:00,81.0
2021-06-28 09:28:00,91.0
2021-06-28 09:29:00,
2021-06-28 09:43:00,91.0
2021-06-28 09:58:00,86.0
2021-06-28 10:13:00,82.0
2021-06-28 10:28:00,82.0
2021-06-28 10:43:00,83.0
2021-06-28 10:58:00,84.0
2021-06-28 11:14:00,87.0
2021-06-28 11:26:00,
2021-06-28 11:29:00,88.0
2021-06-28 11:44:00,89.0
2021-06-28 11:59:00,86.0
2021-06-28 12:14:00,85.0
2021-06-28 12:29:00,84.0
2021-06-28 12:44:00,80.0
2021-06-28 12:59:00,77.0
2021-06-28 13:14:00,79.0
2021-06-28 13:29:00,83.0
2021-06-28 13:44:00,93.0
2021-06-28 13:59:00,102.0
2021-06-28 14:14:00,100.0
2021-06-28 14:29:00,97.0
2021-06-28 14:44:00,104.0
2021-06-28 14:59:00,131.0
2021-06-28 15:11:00,
2021-06-28 15:14:00,139.0
2021-06-28 15:26:00,
2021-06-28 15:29:00,134.0
2021-06-28 15:44:00,121.0
2021-06-28 15:59:00,98.0
2021-06-28 16:15:00,88.0
2021-06-28 16:24:00,
2021-06-28 16:24:00,
2021-06-28 16:30:00,83.0
2021-06-28 16:44:00,
2021-06-28 16:44:00,
2021-06-28 16:45:00,71.0
2021-06-28 17:00:00,70.0
2021-06-28 17:15:00,68.0
2021-06-28 17:30:00,69.0
2021-06-28 17:45:00,80.0
2021-06-28 17:47:00,
2021-06-28 18:00:00,88.0
2021-06-28 18:15:00,93.0
2021-06-28 18:30:00,102.0
2021-06-28 18:41:00,
2021-06-28 18:55:00,
2021-07-06 21:27:00,
2021-07-06 22:29:00,85.0
2021-07-06 22:32:00,
2021-07-06 22:44:00,85.0
2021-07-06 22:59:00,86.0
2021-07-06 23:27:00,
2021-07-07 00:18:00,81.0
2021-07-07 00:33:00,95.0
2021-07-07 00:48:00,93.0
